1750249303988545024 0.000000 0.000000 0.000000 -0.002196 0.038124 0.000084 0.999271
1750249304021945088 0.000000 0.000000 0.000000 -0.001788 0.038066 0.000068 0.999274
1750249304055245056 0.000000 0.000000 0.000000 -0.001592 0.038092 0.000061 0.999273
1750249304088545024 0.000000 0.000000 0.000000 -0.001479 0.038036 0.000056 0.999275
1750249304121945088 0.000000 0.000000 0.000000 -0.001178 0.037997 0.000045 0.999277
1750249304155245056 0.000000 0.000000 0.000000 -0.001167 0.038009 0.000044 0.999277
1750249304188545024 0.000000 0.000000 0.000000 -0.001153 0.037921 0.000044 0.999280
1750249304221945088 0.000176 0.000443 0.000124 -0.002649 0.038128 0.001273 0.999269
1750249304255245056 0.000176 0.000349 0.000136 -0.002408 0.037870 0.000792 0.999279
1750249304288545024 0.000236 0.000376 0.000127 -0.002189 0.038282 0.000172 0.999265
1750249304321945088 0.000253 0.000337 0.000120 -0.002160 0.038204 0.000180 0.999268
1750249304355245056 0.000332 0.000301 0.000179 -0.002142 0.038187 0.000120 0.999268
1750249304388545024 0.000370 0.000260 0.000304 -0.002130 0.038071 -0.000048 0.999273
1750249304421945088 0.000103 0.000279 0.000241 -0.002158 0.037946 -0.000064 0.999277
1750249304455144960 0.000063 0.000330 0.000068 -0.002163 0.038049 -0.000009 0.999274
1750249304488545024 0.000119 0.000311 0.000127 -0.002158 0.038099 0.000207 0.999272
1750249304521844992 0.000066 0.000255 0.000187 -0.002218 0.037988 0.000454 0.999276
1750249304555144960 -0.000068 0.000381 0.000177 -0.002227 0.037954 0.000384 0.999277
1750249304588545024 -0.000076 0.000350 0.000014 -0.002238 0.037977 0.000364 0.999276
1750249304621844992 0.000031 0.000338 0.000096 -0.002262 0.037978 0.000368 0.999276
1750249304655144960 0.000233 0.000323 0.000249 -0.002266 0.037923 0.000378 0.999278
1750249304688545024 0.000138 0.000354 0.000238 -0.002263 0.037953 0.000388 0.999277
1750249304721844992 0.000342 0.000334 0.000312 -0.002283 0.037894 0.000392 0.999279
1750249304755144960 -0.000201 0.000420 0.000152 -0.002256 0.038005 0.000388 0.999275
1750249304788545024 -0.000413 0.000486 0.000052 -0.002252 0.038051 0.000396 0.999273
1750249304821844992 -0.000282 0.000459 0.000054 -0.002255 0.038023 0.000395 0.999274
1750249304855144960 -0.000438 0.000497 0.000007 -0.002252 0.038055 0.000389 0.999273
1750249304888545024 -0.000123 0.000435 0.000082 -0.002259 0.037994 0.000380 0.999275
1750249304921844992 -0.000185 0.000443 0.000021 -0.002256 0.038016 0.000384 0.999274
1750249304955045120 -0.000300 0.000475 0.000031 -0.002250 0.038043 0.000388 0.999273
1750249304988445184 -0.000197 0.000464 0.000044 -0.002251 0.038033 0.000386 0.999274
1750249305021745152 -0.000276 0.000343 -0.000034 -0.002270 0.038033 0.000398 0.999274
1750249305055144960 -0.000229 0.000288 0.000027 -0.002293 0.038024 0.000401 0.999274
1750249305088445184 -0.000171 0.000111 -0.000018 -0.002309 0.038018 0.000400 0.999274
1750249305121745152 -0.000167 0.000005 0.000004 -0.002320 0.038012 0.000404 0.999275
1750249305155144960 -0.000161 0.000024 0.000025 -0.002309 0.037995 0.000408 0.999275
1750249305188445184 -0.000069 0.000068 0.000081 -0.002316 0.037999 0.000414 0.999275
1750249305221745152 -0.000034 0.000123 0.000132 -0.002319 0.038001 0.000407 0.999275
1750249305255144960 -0.000085 0.000162 0.000100 -0.002294 0.038028 0.000393 0.999274
1750249305288445184 -0.000024 0.000115 0.000139 -0.002312 0.038008 0.000403 0.999275
1750249305321745152 -0.000070 0.000163 0.000123 -0.002323 0.037991 0.000411 0.999275
1750249305355144960 -0.000014 0.000099 0.000145 -0.002319 0.038001 0.000406 0.999275
1750249305388445184 -0.000056 0.000150 0.000122 -0.002319 0.037990 0.000412 0.999275
1750249305421745152 -0.000013 0.000108 0.000150 -0.002319 0.038001 0.000405 0.999275
1750249305455045120 -0.000077 0.000165 0.000131 -0.002312 0.038006 0.000413 0.999275
1750249305488345088 -0.000026 0.000116 0.000132 -0.002328 0.037998 0.000399 0.999275
1750249305521645056 -0.000076 0.000172 0.000127 -0.002316 0.038002 0.000409 0.999275
1750249305555045120 -0.000039 0.000126 0.000127 -0.002326 0.038003 0.000400 0.999275
1750249305588345088 0.000022 0.000140 0.000186 -0.002314 0.037996 0.000412 0.999275
1750249305621645056 -0.000025 0.000136 0.000146 -0.002318 0.038008 0.000403 0.999275
1750249305655045120 -0.000044 0.000085 0.000110 -0.002322 0.037996 0.000417 0.999275
1750249305688345088 -0.000027 0.000151 0.000150 -0.002317 0.038005 0.000402 0.999275
1750249305721745152 -0.000041 0.000093 0.000121 -0.002314 0.037993 0.000418 0.999275
