1752140089151723008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089185123072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089218423040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089251723008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089285123072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089318423040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089351723008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089385123072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089418423040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089451823104 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089485123072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089518423040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1752140089551823104 0.000000 0.000000 0.000000 0.956249 -0.037838 -0.252814 -0.143121
1752140089585123072 0.000000 0.000000 0.000000 0.957755 -0.035133 -0.253043 -0.132976
1752140089618323200 0.000000 0.000000 0.000000 0.957413 -0.035801 -0.252886 -0.135541
1752140089651723008 0.000000 0.000000 0.000000 0.957474 -0.035720 -0.252799 -0.135291
1752140089685022976 0.000000 0.000000 0.000000 0.958570 -0.033671 -0.252919 -0.127616
1752140089718323200 0.000000 0.000000 0.000000 0.957967 -0.034799 -0.252893 -0.131820
1752140089751723008 0.000000 0.000000 0.000000 0.957869 -0.034966 -0.252926 -0.132422
1752140089785022976 0.000000 0.000000 0.000000 0.958856 -0.033129 -0.252915 -0.125599
1752140089818323200 0.000000 0.000000 0.000000 0.958239 -0.034340 -0.252777 -0.130179
1752140089851723008 0.000000 0.000000 0.000000 0.958089 -0.034608 -0.252801 -0.131161
1752140089885022976 0.000000 0.000000 0.000000 0.958951 -0.032960 -0.252881 -0.124987
1752140089918323200 0.000000 0.000000 0.000000 0.958278 -0.034252 -0.252823 -0.129824
1752140089951723008 0.000000 0.000000 0.000000 0.958141 -0.034526 -0.252759 -0.130879
1752140089985022976 0.000000 0.000000 0.000000 0.959014 -0.032870 -0.252794 -0.124697
1752140090018423040 0.000000 0.000000 0.000000 0.958350 -0.034150 -0.252729 -0.129498
1752140090051723008 0.000000 0.000000 0.000000 0.958163 -0.034476 -0.252785 -0.130680
1752140090085022976 0.000000 0.000000 0.000000 0.959006 -0.032869 -0.252835 -0.124674
1752140090118423040 0.000000 0.000000 0.000000 0.958363 -0.034130 -0.252717 -0.129429
1752140090151723008 0.000000 0.000000 0.000000 0.958200 -0.034419 -0.252758 -0.130481
1752140090185022976 0.000000 0.000000 0.000000 0.959027 -0.032869 -0.252733 -0.124724
1752140090218423040 0.000000 0.000000 0.000000 0.958345 -0.034132 -0.252810 -0.129386
1752140090251723008 0.000000 0.000000 0.000000 0.958177 -0.034415 -0.252888 -0.130396
1752140090285022976 0.000000 0.000000 0.000000 0.958960 -0.032917 -0.252947 -0.124792
1752140090318423040 0.000000 0.000000 0.000000 0.958292 -0.034201 -0.252890 -0.129601
1752140090351723008 0.000000 0.000000 0.000000 0.958146 -0.034445 -0.252966 -0.130465
1752140090385022976 0.000000 0.000000 0.000000 0.958894 -0.033016 -0.253022 -0.125123
1752140090418423040 0.000000 0.000000 0.000000 0.958270 -0.034238 -0.252903 -0.129729
1752140090451723008 0.000000 0.000000 0.000000 0.958169 -0.034423 -0.252908 -0.130414
1752140090485022976 0.000000 0.000000 0.000000 0.958942 -0.032986 -0.252858 -0.125095
1752140090518423040 0.000000 0.000000 0.000000 0.958287 -0.034217 -0.252870 -0.129669
1752140090551723008 0.000000 0.000000 0.000000 0.958169 -0.034438 -0.252866 -0.130495
1752140090585123072 0.000000 0.000000 0.000000 0.958884 -0.033080 -0.252900 -0.125425
1752140090618323200 0.000000 0.000000 0.000000 0.958269 -0.034251 -0.252869 -0.129796
1752140090651623168 0.000000 0.000000 0.000000 0.958133 -0.034485 -0.252921 -0.130640
1752140090685022976 0.000000 0.000000 0.000000 0.958843 -0.033133 -0.252969 -0.125585
1752140090718323200 0.000000 0.000000 0.000000 0.958205 -0.034341 -0.252952 -0.130088
